SMILES,T1,T2,T3,T4,T5,K1,K2,K3,K4,K5,Intercept,Coefficients
CCC(=O)O,543.15,470.475,397.8,325.125,252.45,0.1063234,0.1182421,0.1301608,0.1420795,0.1539982,-2.639049078,229.1239773
c1ccccc1/C=C/C,451.41,399.5125,347.615,295.7175,243.82,0.101789384,0.112522825,0.123256266,0.133989707,0.144723148,-2.778697825,231.5691064
c1ccccc1/C=CC,452.03,391.89,331.75,271.61,211.47,0.102032578,0.114265655,0.126498733,0.13873181,0.150964887,-2.708038374,203.9891805
C=CC#N,350.45,310.245,270.04,229.835,189.63,0.13684085,0.156420685,0.17600052,0.195580355,0.21516019,-2.629724222,233.9353292
CCOCC(C)OCC(C)OCC(C)O,530,461.625,393.25,324.875,256.5,0.082134,0.097737175,0.11334035,0.128943525,0.1445467,-3.15393245,368.5224438
CCOCC(C)OCC(C)O,473,405.75,338.5,271.25,204,0.09155632,0.10945558,0.12735484,0.1452541,0.16315336,-2.944727559,283.9521069
CCCO,370.35,327.7625,285.175,242.5875,200,0.1388525,0.149499375,0.16014625,0.170793125,0.18144,-2.347702716,143.2763388
CC(O)C,425,365.0645,305.129,245.1935,185.258,0.11011175,0.123015264,0.135918778,0.148822291,0.161725805,-2.579019658,169.8015424
CC(S)C,325.71,279.935,234.16,188.385,142.61,0.122760441,0.136013219,0.149265997,0.162518775,0.175771553,-2.447683664,122.0136171
NCCCN,411.15,373.955,336.76,299.565,262.37,0.173784466,0.187366592,0.200948718,0.214530845,0.228112971,-2.299036222,230.2012642
CCC=O,322.15,282.8625,243.575,204.2875,165,0.1471148,0.1678586,0.1886024,0.2093462,0.23009,-2.486936619,192.7551246
C=CCSCC=C,412.15,356.65,301.15,245.65,190.15,0.097482298,0.107658223,0.117834148,0.128010073,0.138185998,-2.697892164,161.6725156
C=CCOCC=C,367.15,319.9375,272.725,225.5125,178.3,0.115256646,0.128836377,0.142416108,0.15599584,0.169575571,-2.607314129,172.9365317
C=CCOC(=O)C=C,395.15,345.6125,296.075,246.5375,197,0.115160156,0.128603177,0.142331819,0.156346083,0.170645969,-2.635795065,196.4136775
O=C(C=C)OCCCCCCOC(=O)C=C,590,512.275,434.55,356.825,279.1,0.0770777,0.089666818,0.102255936,0.114845055,0.127434173,-3.121710179,350.5766503
C=CC(=O)OCCC(O)=O,533.8,471.3,408.8,346.3,283.8,0.11175637,0.126528245,0.14130012,0.156071995,0.17084387,-2.771354389,322.9054671
C1CCCCN1,379.55,350.325,321.1,291.875,262.65,0.15167257,0.161451255,0.17122994,0.181008625,0.19078731,-2.463197466,221.8898263
C1CNCCN1CCN,493.2,433.7875,374.375,314.9625,255.55,0.122760132,0.138695363,0.153748132,0.167918441,0.181206288,-2.610500205,266.4602746
C1CNCCN1(CCO),519.11,452.37,385.63,318.89,252.15,0.125032138,0.139710266,0.154388394,0.169066522,0.183744651,-2.524700285,243.8361633
C1C(=C)C(C2)C(C)(C)C2C1,439.19,382.295,325.4,268.505,211.61,0.095053553,0.106485466,0.117917378,0.12934929,0.140781203,-2.801726433,207.9383794
C1C(C2(C)(C))CC2C(C)=C1,429.29,374.255,319.22,264.185,209.15,0.096212095,0.107102421,0.117992746,0.128883072,0.139773398,-2.775420819,196.3654301
ClP(Cl)Cl,349.25,307.225,265.2,223.175,181.15,0.114735905,0.125096748,0.135457592,0.145818435,0.156179279,-2.564788767,145.5053373
ClP(=O)(Cl)Cl,378.65,352.57,326.49,300.41,274.33,0.105306742,0.111224816,0.117142889,0.123060963,0.128979036,-2.84017253,225.308557
c1ccccc1([Si](Cl)(Cl)Cl),474.15,413.9125,353.675,293.4375,233.2,0.092868161,0.104200641,0.115533122,0.126865603,0.138198084,-2.846925056,234.8311769
c1(S)ccccc1,442.29,396.285,350.28,304.275,258.27,0.115044566,0.124917239,0.134789912,0.144662585,0.154535258,-2.646981529,220.3964088
c1ccccc1(CO),478.6,423.4125,368.225,313.0375,257.85,0.146567543,0.15058293,0.154598317,0.158613705,0.162629092,-2.063101332,70.51987264
c1(NN)ccccc1,516.65,460.575,404.5,348.425,292.35,0.09996969,0.110141695,0.1203137,0.130485705,0.14065771,-2.828838434,280.7001735
c1(C(C)OCC(O)C)ccccc1,526.3,468.125,409.95,351.775,293.6,0.094173216,0.1060223,0.117871384,0.129720468,0.141569552,-2.97473944,333.9345509
C=Cc1ccccc1,418.31,374.3675,330.425,286.4825,242.54,0.106362884,0.116157228,0.125951572,0.135745916,0.145540259,-2.748584992,218.6591465
C(c1ccccc1)CO,491.9,430.4625,369.025,307.5875,246.15,0.147416503,0.151512357,0.15560821,0.159704064,0.163799918,-2.040884814,64.6615543
c1(CC#N)ccccc1,506.65,442.325,378,313.675,249.35,0.089058702,0.100001671,0.11094464,0.121887609,0.132830578,-2.892097091,252.6786828
C(O)C(c1ccccc1)C,548,475.25,402.5,329.75,257,0.09616436,0.113655643,0.131146925,0.148638208,0.16612949,-2.941339089,350.5594637
C(c1ccccc1)C(O)C,542.4,470.8,399.2,327.6,256,0.095292112,0.112538404,0.129784696,0.147030988,0.16427728,-2.95455198,348.9631059
C(c1ccccc1)(O)CC,541.6,473.6,405.6,337.6,269.6,0.095071056,0.111448176,0.127825296,0.144202416,0.160579536,-2.990008101,364.2961223
c1ccccc1C(C)OC(C)c2ccccc2,559.45,480.375,401.3,322.225,243.15,0.064653218,0.074604806,0.084556395,0.094507984,0.104459573,-3.203199854,279.9011273
C/C(c1ccccc1)=CC,447.15,396.135,345.12,294.105,243.09,0.097280044,0.107985032,0.118690019,0.129395007,0.140099994,-2.84896773,240.8852235
C/C(c1ccccc1)=C/C,467.85,413.3,358.75,304.2,249.65,0.098136765,0.10888857,0.119640375,0.13039218,0.141143985,-2.819845946,242.6774266
C=C(c1ccccc1)CC,455.15,400.065,344.98,289.895,234.81,0.09623897,0.107266987,0.118295004,0.129323021,0.140351038,-2.826903625,231.2596765
c1ccccc1C(C)OC=O,477,417.25,357.5,297.75,238,0.08515227,0.095458547,0.105764825,0.116071103,0.12637738,-2.942435207,240.146536
CCOC(=O)Oc1ccccc1,499.15,439.0375,378.925,318.8125,258.7,0.102221044,0.114670943,0.127120843,0.139570743,0.152020643,-2.796699826,269.3393663
c1ccccc1(OC(C)=O),468.85,414.4625,360.075,305.6875,251.3,0.094408141,0.104767328,0.115126515,0.125485702,0.135844889,-2.863539682,245.4872695
c1ccccc1(OCC),443.15,393.27,343.39,293.51,243.63,0.11647874,0.124479492,0.132480244,0.140480996,0.148481748,-2.500408134,160.4498292
c1(OCC)ccc(N)cc1,528,465.25,402.5,339.75,277,0.1009068,0.112948525,0.12499025,0.137031975,0.1490737,-2.812512853,285.9857934
CC(C)(C)OOCC=C,389.94,345.7725,301.605,257.4375,213.27,0.095779176,0.106435469,0.117091762,0.127748054,0.138404347,-2.87569636,214.4624421
OCl(=O)(=O)=O,385,331.7375,278.475,225.2125,171.95,0.136398,0.14999059,0.16358318,0.17717577,0.19076836,-2.329480334,138.3496182
OOC(=O)C,383,355.4875,327.975,300.4625,272.95,0.1619956,0.17401306,0.18603052,0.19804798,0.21006544,-2.538775837,278.3781598
CC#CCC,329.27,287.91,246.55,205.19,163.83,0.118780488,0.130592904,0.14240532,0.154217736,0.166030152,-2.533662099,139.2522909
C#CCCC,313.33,276.86,240.39,203.92,167.45,0.12012774,0.13187108,0.14361442,0.15535776,0.1671011,-2.57233994,147.5732766
c1(CCCCC)cccc(cccc2)c12,579.15,496.56,413.97,331.38,248.79,0.083822174,0.09645101,0.109079847,0.121708684,0.134337521,-2.927419306,280.1552064
C(CCCC1)(C1)CCCCC,477.15,410.8625,344.575,278.2875,212,0.089170144,0.101891378,0.114612612,0.127333846,0.14005508,-2.869325834,231.2069578
c1ccccc1(CCCCC),478.61,408.495,338.38,268.265,198.15,0.094904155,0.107865614,0.120827073,0.133788532,0.146749991,-2.746350108,203.0918904
CCCCCN,450.4,392.3375,334.275,276.2125,218.15,0.139561588,0.143479395,0.150036354,0.159232466,0.171067731,-2.181618082,95.01705782
CCCCCOC(=O)CCC,458.15,393.6,329.05,264.5,199.95,0.089624622,0.103575168,0.117525714,0.13147626,0.145426806,-2.883845772,232.6732308
CC(=O)OCCCCC,469.4,402.6375,335.875,269.1125,202.35,0.0910112,0.10783535,0.1246595,0.14148365,0.1583078,-2.926866901,269.3681604
CCCCCOCCOCCO,519.5,447.125,374.75,302.375,230,0.10666617,0.123308077,0.139949985,0.156591893,0.1732338,-2.721433411,269.7070979
CCCCCOCCO,460.65,398.985,337.32,275.655,213.99,0.117715612,0.134335563,0.150955514,0.167575464,0.184195415,-2.621264886,236.1308303
C/C=C/CC,309.49,265.34,221.19,177.04,132.89,0.112890651,0.127421299,0.141951947,0.156482595,0.171013243,-2.575230424,131.1789573
C/C=CCC,310.08,262.9975,215.915,168.8325,121.75,0.112624368,0.128298132,0.143971896,0.159645661,0.175319425,-2.551688583,124.9431869
C=CCCC,303.22,254.419,205.618,156.817,108.016,0.120287981,0.135307464,0.150326948,0.165346432,0.180365916,-2.412358426,99.44965107
C#CCC=C,315.65,282.1675,248.685,215.2025,181.72,0.126035795,0.136271395,0.146506996,0.156742596,0.166978196,-2.518733633,145.4360398
CC#CC=C,332.4,311.7375,291.075,270.4125,249.75,0.122911244,0.128989945,0.135068646,0.141147347,0.147226048,-2.692729056,199.7535932
CCC(O)CC,447.68,386.7975,325.915,265.0325,204.15,0.091910701,0.10899981,0.126088919,0.143178028,0.160267137,-2.96929869,279.5265847
CCCC(O)C,392.2,344.15,296.1,248.05,200,0.109526222,0.122907667,0.136289111,0.149670556,0.163052,-2.71382448,206.3950648
CCCCCO,353.15,333.15,313.15,293.15,273.15,0.1347545,0.1397545,0.1447545,0.1497545,0.1547545,-2.51532188,181.5134954
CCCCC(=O)O,458.65,403.775,348.9,294.025,239.15,0.11902959,0.126898665,0.13476774,0.142636815,0.15050589,-2.434104293,145.7330742
CCCCCS,399.79,349.205,298.62,248.035,197.45,0.110507526,0.122919061,0.135330597,0.147742132,0.160153668,-2.644392785,185.6631551
CCCCC#N,414.71,355.2625,295.815,236.3675,176.92,0.121162523,0.136961885,0.152761247,0.16856061,0.184359972,-2.504855082,176.1585516
CC(S)CCC,385.15,329.05,272.95,216.85,160.75,0.111538923,0.125293521,0.139048119,0.152802717,0.166557315,-2.557518108,151.5428364
CC(=O)CC(=O)C,410.15,370.1,330.05,290,249.95,0.13700691,0.142985173,0.148963437,0.1549417,0.160919963,-2.275589256,120.5741881
OCCCC(O)C,494.15,431.5125,368.875,306.2375,243.6,0.126929241,0.135915217,0.144901193,0.153887168,0.162873144,-2.358113612,152.1073293
N#CCCCC#N,559.15,480.415,401.68,322.945,244.21,0.13127387,0.150343487,0.169413104,0.188482721,0.207552338,-2.477093507,268.4967554
NCCCCCN,451.15,410.525,369.9,329.275,288.65,0.152564495,0.168113482,0.182929993,0.197014028,0.210365586,-2.54581178,307.5984479
CCCCC=O,375.15,329.26,283.37,237.48,191.59,0.127430414,0.141070758,0.154711101,0.168351445,0.181991788,-2.510296636,176.6488289
C(CC(=CC(C)(C)C)C)(C)(C)C,453.65,394.8125,335.975,277.1375,218.3,0.081463192,0.092365192,0.103267192,0.114169193,0.125071193,-2.996762295,234.6714048
C(F)(F)C(F)(F)C(F),298.38,271.5725,244.765,217.9575,191.15,0.083229996,0.08991525,0.096600504,0.103285759,0.109971013,-3.054420683,172.8637016
CC(F)(F)CC(F)(F)F,378.96,343.755,308.55,273.345,238.14,0.049296737,0.066605979,0.083915222,0.101224464,0.118533706,-4.771974555,690.9730507
CC=C=CC,321.4,277.925,234.45,190.975,147.5,0.11804428,0.131078085,0.14411189,0.157145695,0.1701795,-2.521328657,131.3244546
C=CCC=C,299.11,255.5475,211.985,168.4225,124.86,0.115779782,0.129610443,0.142744102,0.155180757,0.166920409,-2.490869191,109.1118979
C=C=CCC,318.01,272.48,226.95,181.42,135.89,0.118850274,0.132172352,0.14549443,0.158816508,0.172138586,-2.478123365,119.0070803
c1(CCCCCCCCCCCCCCC)ccccc1,639.15,553.15,467.15,381.15,295.15,0.074853785,0.088794385,0.102734985,0.116675585,0.130616185,-3.187497982,407.0921963
C=CCCCCCCCCCCCCC,541.61,473.5625,405.515,337.4675,269.42,0.089810222,0.104086588,0.118362953,0.132639319,0.146915684,-3.006581932,340.8472341
C/C=C/CCCCCCCCCCCC,537,468.5,400,331.5,263,0.09587066,0.11079133,0.125712,0.14063267,0.15555334,-2.915298448,323.8601661
ClC(Cl)(CC(Cl)Cl)Cl,536.72,474.04,411.36,348.68,286,0.06456713,0.074873603,0.085180075,0.095486548,0.10579302,-3.419946521,381.3817343
ClC(Cl)C(Cl)(Cl)Cl,529.5,458.1625,386.825,315.4875,244.15,0.058796,0.0696393,0.0804826,0.0913259,0.1021692,-3.422976387,333.8841289
C1(CCC=CC)=CC=CC=C1C,500,437.475,374.95,312.425,249.9,0.08292,0.093625531,0.104331061,0.115036592,0.125742122,-2.997155333,266.6630131
CC(=O)C=O,427.92,395.44,362.96,330.48,298,0.100003745,0.110732214,0.121460682,0.132189151,0.14291762,-3.227798422,401.6552814
C1OC(OCCCCO)CC1,520,456.45,392.9,329.35,265.8,0.0956292,0.10962863,0.123628059,0.137627489,0.151626918,-2.93332119,319.912753
C1CC(C2CCOC2)CO1,497,431.5,366,300.5,235,0.09895808,0.11070616,0.12245424,0.13420232,0.1459504,-2.74268962,226.0337044
C=C(C)C(=O)OCCOC(=O)CC(=O)C,547.15,471.15,395.15,319.15,243.15,0.081126927,0.094671647,0.108216367,0.121761087,0.135305807,-3.025038483,301.822101
C=CCOCC1(OC1),427.15,376.1125,325.075,274.0375,223,0.114436445,0.127286156,0.140135867,0.152985579,0.16583529,-2.656068944,217.7073737
C(Oc1ccccc1)C2CO2,516.65,456.685,396.72,336.755,276.79,0.113160913,0.127239496,0.141318078,0.155396661,0.169475244,-2.738410126,301.0262092
O1C=NC=C1,342.65,304.775,266.9,229.025,191.15,0.093259846,0.101120044,0.108980243,0.116840442,0.12470064,-2.805542531,153.3490406
C1CCCCO1,361.15,326.8625,292.575,258.2875,224,0.100762947,0.10845089,0.116138834,0.123826777,0.13151472,-2.795947248,184.9004108
C1(=O)OCCCCC1,514,453.4625,392.925,332.3875,271.85,0.1094943,0.120999452,0.132504604,0.144009756,0.155514908,-2.684689093,253.0717679
C1COC1(=O),435.15,386.3,337.45,288.6,239.75,0.138971309,0.151457857,0.163944406,0.176430954,0.188917503,-2.420407119,201.2915639
CCCCCCCC/C=CCCCCCCCC(=O)O,625,540.3825,455.765,371.1475,286.53,0.08784875,0.104160465,0.120472181,0.136783896,0.153095612,-3.018971875,392.8812131
C#CCCCCCC,399.35,347.9,296.45,245,193.55,0.108328671,0.121363014,0.134397357,0.1474317,0.160466043,-2.675718482,190.9069979
c1ccccc1(CCCCCCCC),537.55,462.45,387.35,312.25,237.15,0.082184404,0.095095596,0.108006788,0.12091798,0.133829172,-2.98214833,279.2654639
CCCCCCCCN,512.8,452.9425,393.085,333.2275,273.37,0.127945114,0.131049702,0.136224357,0.143469081,0.152783872,-2.272767953,110.03545
CCCCCCCCOC=O,585,497.2625,409.525,321.7875,234.05,0.0865754,0.101908406,0.117241411,0.132574417,0.147907422,-2.905022677,294.0201249
CC(=O)OCCCCCCCC,521.6,449.8625,378.125,306.3875,234.65,0.088596016,0.105597086,0.122598156,0.139599226,0.156600297,-3.00744061,327.4250736
CCC/C=C/CCC,395.41,341.4,287.39,233.38,179.37,0.103850156,0.11726624,0.130682324,0.144098408,0.157514492,-2.695520884,181.6380176
CC/C=C/CCCC,396.45,338.125,279.8,221.475,163.15,0.10383543,0.118218375,0.13260132,0.146984265,0.16136721,-2.657439817,168.8956762
C/C=C/CCCCC,398.15,344.975,291.8,238.625,185.45,0.106546912,0.120772288,0.134997664,0.14922304,0.163448416,-2.701324875,195.5372227
CCC/C=CCCC,395.69,335.38,275.07,214.76,154.45,0.104384171,0.119638983,0.134893794,0.150148606,0.165403417,-2.639355073,164.851462
CC/C=CCCCC,396.05,333.825,271.6,209.375,147.15,0.104432438,0.120066469,0.1357005,0.151334531,0.166968563,-2.620550311,158.6512069
CC(=O)CCCCCC,573.15,493.215,413.28,333.345,253.41,0.077511341,0.09396676,0.110422179,0.126877598,0.143333017,-3.170678955,379.9676393
CCCCCCC(O)C,452.9,400.0625,347.225,294.3875,241.55,0.102063243,0.114603167,0.127143091,0.139683015,0.152222939,-2.830992564,258.9754397
CCCCCCCCO,570.15,492.025,413.9,335.775,257.65,0.0927435,0.11227475,0.131806,0.15133725,0.1708685,-3.009352566,387.5596144
CCCCCCCC(=O)O,512.85,457.05,401.25,345.45,289.65,0.10043,0.11159,0.12275,0.13391,0.14507,-2.863420122,299.6665298
CCCCCCCCS,472.19,410.13,348.07,286.01,223.95,0.100056902,0.113350154,0.126643406,0.139936658,0.15322991,-2.776406698,237.3724904
CCCCCCCC=O,445.15,396.775,348.4,300.025,251.65,0.111277795,0.123389443,0.135501092,0.147612741,0.15972439,-2.751987491,255.9578167
CCCC(=O)CCCC,436.15,389.175,342.2,295.225,248.25,0.107822716,0.119573982,0.131325248,0.143076514,0.15482778,-2.792162873,254.4889747
CCC(=O)CCCCC,440.65,394.375,348.1,301.825,255.55,0.107294102,0.118848506,0.130402911,0.141957316,0.153511721,-2.814033459,264.2803257
[Si]1(C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,448.15,408.795,369.44,330.085,290.73,0.085013511,0.092257192,0.099500874,0.106744555,0.113988236,-3.083632594,282.4586169
C=CCCCCCCCCCCCCCCCC,587.97,513.6675,439.365,365.0625,290.76,0.085898827,0.100727377,0.115555927,0.130384477,0.145213027,-3.085105809,391.9314846
C(F)(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F),376.45,345.1125,313.775,282.4375,251.1,0.048742025,0.053615006,0.058487988,0.063360969,0.06823395,-3.788643337,293.9023357
CCCCCCCC/C=CCCCCCCCCO,631.44,544.7425,458.045,371.3475,284.65,0.087803745,0.104261531,0.120719318,0.137177104,0.153634891,-3.007808449,390.2068409
c1(O)c(CCCCCCCCC)cccc1,597.1,517.6125,438.125,358.6375,279.15,0.095215132,0.111198479,0.127181825,0.143165172,0.159148518,-2.911531426,356.3445039
c1(CCCCCCCCC)cccc2ccccc21,639.15,549.65,460.15,370.65,281.15,0.062551788,0.073269412,0.083987038,0.094704663,0.105422287,-3.287293686,354.8985129
c1ccccc1(CCCCCCCCC),555.2,478.65,402.1,325.55,249,0.081081152,0.094246986,0.107412821,0.120578655,0.13374449,-3.021772455,303.3559881
CCCCCCCCCN,530.4,466.0875,401.775,337.4625,273.15,0.128238424,0.131374154,0.136741805,0.144341377,0.15417287,-2.265093169,110.8881852
CCCCCCCCCOC=O,603.15,512.3625,421.575,330.7875,240,0.086707481,0.101409399,0.116523649,0.132050233,0.147989149,-2.897853578,297.9922315
CC(=O)OCCCCCCCCC,528.8,458.3875,387.975,317.5625,247.15,0.088321656,0.104490478,0.120659301,0.136828123,0.152996945,-3.026009682,338.2752611
c1(cccn2)c2c(C)ccc1,520.59,452.1775,383.765,315.3525,246.94,0.100273412,0.11165862,0.123043829,0.134429037,0.145814245,-2.715821019,228.9971884
C1CCCN1(C),352.3,310.0125,267.725,225.4375,183.15,0.106401996,0.116698156,0.126994317,0.137290478,0.147586638,-2.666841744,156.6123587
n1(C)cccc1,385.89,343.645,301.4,259.155,216.91,0.121496212,0.132023666,0.14255112,0.153078574,0.163606028,-2.558704587,179.6280913
n1ccc(C)cc1,418.5,383.08,347.66,312.24,276.82,0.11126905,0.119369604,0.127470158,0.135570712,0.143671266,-2.761981324,240.8582702
n1cc(C)ccc1,417.29,376.72,336.15,295.58,255.01,0.111598138,0.1207771,0.129956063,0.139135025,0.148313988,-2.709996254,220.9192574
n1c(C)cccc1,423.15,368.9725,314.795,260.6175,206.44,0.114297699,0.1282652,0.142232701,0.156200202,0.170167704,-2.633279398,207.1292264
CC(C)COC(=O)C(C)C,420.45,363.4625,306.475,249.4875,192.5,0.093758063,0.106515285,0.119272506,0.132029728,0.14478695,-2.823414177,204.5086163
CC(C)C(=O)OC(=O)C(C)C,455.65,396.65,337.65,278.65,219.65,0.094805494,0.107963084,0.121120674,0.134278264,0.147435854,-2.861519982,243.6834969
CC(C)(O)CO,450.65,389.0625,327.475,265.8875,204.3,0.1688426,0.19323125,0.2176199,0.24200855,0.2663972,-2.250464378,227.1134186
CC(C)C(=O),337.16,315.37,293.58,271.79,250,0.128296319,0.133555989,0.13881566,0.14407533,0.149335,-2.529857992,161.9042424
C=CC(C)OC(=O)C,384.95,338.6625,292.375,246.0875,199.8,0.109232791,0.121722084,0.134211378,0.146700671,0.159189964,-2.704813334,197.2676686
CN1CCCCC1,379.65,340.525,301.4,262.275,223.15,0.095386891,0.103848064,0.112309236,0.120770409,0.129231581,-2.855917487,197.5127332
c1(C)ccc(C(O)(C))cc1,556.72,477.64,398.56,319.48,240.4,0.082855316,0.098944142,0.115032968,0.131121794,0.14721062,-3.042753829,332.9832392
CCC(C)CCO,470.4,404.8,339.2,273.6,208,0.094348288,0.112406656,0.130465024,0.148523392,0.16658176,-2.927506401,287.5154051
C=C(C)/C=C/C,349.15,315.0375,280.925,246.8125,212.7,0.100630276,0.109956942,0.118879037,0.127396561,0.135509515,-2.841511384,195.7542792
O(C(CC1)C)C1,352.94,298.9925,245.045,191.0975,137.15,0.103789701,0.117043523,0.130297344,0.143551166,0.156804988,-2.603290572,130.6223012
CC1OC1,385.8,329.655,273.51,217.365,161.22,0.129122462,0.154927265,0.180732069,0.206536872,0.232341676,-2.583668365,225.8186175
CC(C)CCCCCC,416.45,360.6,304.75,248.9,193.05,0.098029959,0.109103061,0.119362046,0.128806913,0.137437664,-2.68928235,163.8799546
CCC(C)CCCCCO,506.72,440.065,373.41,306.755,240.1,0.090382485,0.106773616,0.123164747,0.139555878,0.155947009,-3.012442282,328.5110377
CCCCC(C)CCCO,505.36,439.045,372.73,306.415,240.1,0.09089383,0.10686845,0.12284307,0.138817691,0.154792311,-2.99468035,320.7966335
C1CC2CC1C(=C2)C,390.15,339.8625,289.575,239.2875,189,0.108531191,0.120402058,0.132272926,0.144143793,0.15601466,-2.638334624,171.7071636
CC(C)CCCCCCC,440.15,379.7375,319.325,258.9125,198.5,0.098156149,0.109834391,0.120628684,0.130539026,0.139565418,-2.686658233,173.5850379
c1(C)cccc2ccccc21,517.83,449.04,380.25,311.46,242.67,0.104577732,0.116932416,0.1292871,0.141641784,0.153996468,-2.679352828,231.3567713
CC(C)(O)C#N,444,396.2875,348.575,300.8625,253.15,0.13618372,0.151254667,0.166325615,0.181396562,0.19646751,-2.568154811,263.4143816
CC(=O)C(=C)C,450,392.3875,334.775,277.1625,219.55,0.101295,0.118768871,0.136242743,0.153716614,0.171190485,-2.905108168,293.3518134
C1=CC=C2C(=C1)C=C(C2)C,479.45,429.5875,379.725,329.8625,280,0.104088506,0.114360679,0.124632853,0.134905026,0.1451772,-2.810317238,270.3543174
C1=CC=C2C(=C1)C=CC2C,471.65,423.7375,375.825,327.9125,280,0.104523577,0.114661382,0.124799188,0.134936994,0.1450748,-2.817849768,271.1611334
OCC(C)CCCC,476,412,348,284,220,0.0912186,0.1080282,0.1248378,0.1416474,0.158457,-2.985733761,301.0168524
CCCC(C)CC=O,417.46,370.595,323.73,276.865,230,0.109453513,0.121946785,0.134440057,0.146933328,0.1594266,-2.761913424,237.9732373
CCCCC(C)C=O,415.15,368.8625,322.575,276.2875,230,0.105829544,0.117819858,0.129810172,0.141800486,0.1537908,-2.798259964,237.6411455
O=CC(C)CCCCC,429.15,384.0125,338.875,293.7375,248.6,0.111614446,0.12360649,0.135533501,0.147395478,0.159192421,-2.768808333,254.9870043
CCCCCC(C)CO,448.55,394.0625,339.575,285.0875,230.6,0.098736068,0.112059897,0.125383725,0.138707554,0.152031382,-2.869173951,260.3388835
C=CCC(C)CCC,385.95,331.2625,276.575,221.8875,167.2,0.140162487,0.149926393,0.1596903,0.169454206,0.179218112,-2.199740554,96.612797
CC1=CC=C(O1)C=O,460.15,402.3375,344.525,286.7125,228.9,0.122972451,0.136750904,0.150529357,0.16430781,0.178086263,-2.542232784,215.7590902
CNC=O,472.66,421.8325,371.005,320.1775,269.35,0.161791992,0.176621931,0.191451871,0.206281811,0.221111751,-2.308804957,237.5948291
C1(C)=CCC(C=C)CC1,425.15,364.0125,302.875,241.7375,180.6,0.097362511,0.110400694,0.123438878,0.136477061,0.149515244,-2.729681586,183.6197396
C1C(C)c2ccccc2CC1,493.7,419.5175,345.335,271.1525,196.97,0.086066316,0.098033437,0.110000558,0.121967679,0.1339348,-2.828899761,202.7893974
C1CCC(=O)N1(C),477.42,420.3525,363.285,306.2175,249.15,0.10100472,0.11150514,0.12200556,0.13250598,0.1430064,-2.749417253,227.4696988
c1(C)ccc(CCC)cc1,456.45,394.725,333,271.275,209.55,0.09144354,0.10346757,0.1154916,0.12751563,0.13953966,-2.837665674,216.590179
c1(C)cc(CCC)ccc1,454.95,388.855,322.76,256.665,190.57,0.091968577,0.104826037,0.117683497,0.130540958,0.143398418,-2.792366281,199.9199581
c1(C)c(CCC)cccc1,457.95,396.7,335.45,274.2,212.95,0.09321657,0.10518482,0.11715307,0.12912132,0.14108957,-2.819009669,217.0658953
CC(C)=C=O,376.16,326.0325,275.905,225.7775,175.65,0.090601347,0.107072241,0.123543135,0.140014029,0.156484923,-2.99636326,238.9644094
CC(C)CS,361.64,303.3075,244.975,186.6425,128.31,0.115243308,0.130135595,0.145027882,0.15992017,0.174812457,-2.462041876,121.5561583
C/C=C/C(C)C,331.75,281.9,232.05,182.2,132.35,0.09758695,0.10997966,0.12237237,0.13476508,0.14715779,-2.67622114,126.2566773
C/C=CC(C)C,329.53,281.7225,233.915,186.1075,138.3,0.097964816,0.110050552,0.122136288,0.134222024,0.14630776,-2.690445756,130.6601742
C/C=C(C)CC,340.85,290.215,239.58,188.945,138.31,0.09904188,0.111558852,0.124075824,0.136592796,0.149109768,-2.668709307,132.0079342
C=CCC(C)C,327.01,275.135,223.26,171.385,119.51,0.09792049,0.110941115,0.12396174,0.136982365,0.15000299,-2.644539098,116.4329593
C/C=C(C)/CC,343.59,291.3675,239.145,186.9225,134.7,0.098973321,0.11188899,0.124804659,0.137720327,0.150635996,-2.661233488,130.9220585
C=CC(C)CC,327.33,275.5475,223.765,171.9825,120.2,0.098367311,0.111483818,0.124600326,0.137716833,0.15083334,-2.642807102,117.4648698
CC(C)=CCC,340.45,289.855,239.26,188.665,138.07,0.09805548,0.110481612,0.122907744,0.135333876,0.147760008,-2.679231735,132.0624635
O=CC(C)=CCC,409.65,366.7375,323.825,280.9125,238,0.124202891,0.136401198,0.148599506,0.160797813,0.17299612,-2.62524783,227.5678948
CC(O)CC(C)C,452.32,384.99,317.66,250.33,183,0.091275715,0.109161256,0.127046798,0.144932339,0.16281788,-2.897566203,249.917739
CCC(C)(O)CC,460.48,407.7475,355.015,302.2825,249.55,0.086368634,0.099943561,0.113518489,0.127093416,0.140668344,-3.143064605,333.1775236
OCC(C)CCC,464.6,404.2,343.8,283.4,223,0.098142408,0.113877816,0.129613224,0.145348632,0.16108404,-2.885665765,278.1066373
CC(O)(C)CC(O)C,496.3,428.0125,359.725,291.4375,223.15,0.098040618,0.116692666,0.135344714,0.153996761,0.172648809,-2.901772328,309.1846454
CCC(O)C(C)CO,487.7,425.825,363.95,302.075,240.2,0.10893608,0.12561758,0.14229908,0.15898058,0.17566208,-2.78568056,292.8612432
C=CCCCCC(C)C,408.15,352.3625,296.575,240.7875,185,0.087071016,0.09907035,0.111069683,0.123069017,0.13506835,-2.894769363,197.7309574
