SMILES,T1,T2,T3,T4,T5,K1,K2,K3,K4,K5,Intercept,Coefficients
C=C(C)CCCCCC,417.8,362.205,306.61,251.015,195.42,0.082048814,0.093021599,0.103994384,0.114967169,0.125939955,-2.966460018,206.7757952
C=CCCCCCC(C)C,443.65,382.4875,321.325,260.1625,199,0.085408406,0.097774852,0.110141298,0.122507744,0.13487419,-2.924903561,220.6160508
C=C(C)CCCCCCC,441.55,383.245,324.94,266.635,208.33,0.07812313,0.088974273,0.099825417,0.11067656,0.121527704,-3.037293679,228.5785235
CC(C)CCCCCCCO,513.2,438.1875,363.175,288.1625,213.15,0.106241808,0.124586865,0.142931922,0.161276979,0.179622036,-2.716877886,265.2176494
CC(C)CNCC(C)C,412.25,359.975,307.7,255.425,203.15,0.08646976,0.097710976,0.108952192,0.120193408,0.131434624,-2.945565697,216.1159583
COCC(C)C,390,339.5,289,238.5,188,0.0963537,0.112623285,0.12889287,0.145162455,0.16143204,-2.932254381,245.1554874
CC(C)C1=CCC(=CC1)C,456.15,398.3975,340.645,282.8925,225.14,0.09095749,0.101780309,0.112603127,0.123425946,0.134248764,-2.860686585,222.36475
CC(C)C1=CC=C(CC1)C,448.15,391.1125,334.075,277.0375,220,0.09068125,0.101248587,0.111815925,0.122383262,0.1329506,-2.851361162,212.7407201
CC(C)C(=O)OCC(C)(C)C(O)C(C)C,530.9,453.9625,377.025,300.0875,223.15,0.0898565,0.106398062,0.122939625,0.139481188,0.15602275,-2.917809165,293.4369449
C=CCCC(C)C,358.46,305.845,253.23,200.615,148,0.091359004,0.103610933,0.115862862,0.128114791,0.14036672,-2.777039389,149.2637325
C=CCC(C)CC,359.88,302.835,245.79,188.745,131.7,0.092581072,0.105450424,0.118319776,0.131189128,0.14405848,-2.713046984,133.1945912
C=CC(C)CCC,357.05,304.0375,251.025,198.0125,145,0.0918085,0.104001375,0.11619425,0.128387125,0.14058,-2.759894031,144.3419797
C=C(C)CCCC,364.99,316.3125,267.635,218.9575,170.28,0.091799041,0.102948622,0.114098203,0.125247785,0.136397366,-2.816419106,165.8486837
CC(=O)CCC(C)C,483.28,412.2725,341.265,270.2575,199.25,0.098330198,0.118121409,0.137912619,0.15770383,0.17749504,-2.848153777,279.4530266
OCCCCC(C)C,482,434.7875,387.575,340.3625,293.15,0.0933252,0.10590261,0.11848002,0.13105743,0.14363484,-3.154581501,387.784498
C=CCCCC(C)C,386.35,331.7625,277.175,222.5875,168,0.086224744,0.097937038,0.109649332,0.121361626,0.13307392,-2.870691171,174.3480972
C=C(C)CCCCC,392.37,340.72,289.07,237.42,185.77,0.086464781,0.097422845,0.108380909,0.119338973,0.130297037,-2.90283567,189.0353482
CC(C)OC(=O)CCCCCCCCCCCCCCC,614.9,532.6625,450.425,368.1875,285.95,0.077195283,0.092189646,0.10718401,0.122178373,0.137172737,-3.183639311,409.2231664
CC(O)COC(C)C,411.15,360.8625,310.575,260.2875,210,0.115395973,0.13123553,0.147075087,0.162914643,0.1787542,-2.714438707,239.4005011
CCC(C)CCCCCCCCC,535.2,454.8125,374.425,294.0375,213.65,0.086868848,0.104775967,0.122683087,0.140590206,0.158497326,-2.956632737,302.5180749
CC(C)CCCCCCCCCC,502.65,438.775,374.9,311.025,247.15,0.097721824,0.108645087,0.119568351,0.130491615,0.141414879,-2.762153027,230.8127905
CCCCCCCCCCC(C)CO,538.8,471.85,404.9,337.95,271,0.089080912,0.103659944,0.118238976,0.132818008,0.14739704,-3.041068001,353.634538
C[SiH](Cl)Cl,314.7,281.6625,248.625,215.5875,182.55,0.118374509,0.128997056,0.139619604,0.150242151,0.160864699,-2.630706737,160.9386683
CC(C)CCCCCCCC,462.35,402.8375,343.325,283.8125,224.3,0.099149565,0.109391666,0.119633767,0.129875869,0.14011797,-2.709782169,194.0807271
C1=CC(C)CC1,338.05,295.6725,253.295,210.9175,168.54,0.111003305,0.122084598,0.13316589,0.144247183,0.155328475,-2.604166973,143.9207359
C1(C)=CCCC1,348.64,298.135,247.63,197.125,146.62,0.111044402,0.123964086,0.13688377,0.149803454,0.162723138,-2.548613111,131.8541737
CC1CCC(=O)C1,506.56,433.6075,360.655,287.7025,214.75,0.105024518,0.125714577,0.146404635,0.167094694,0.187784752,-2.79615026,298.8658992
C1(NC)CCCCC1,422,382.6625,343.325,303.9875,264.65,0.0951508,0.10355329,0.11195578,0.12035827,0.12876076,-2.938290741,252.6783988
C1(C)CCC(C[OH])CC1,463.09,408.6175,354.145,299.6725,245.2,0.105835589,0.118764636,0.131693684,0.144622732,0.15755178,-2.784517333,260.1088198
C1[C@](O)([H])(CC[C@@](C)([H])(C1)),496.6,438.7,380.8,322.9,265,0.093290262,0.108195459,0.123100656,0.138005853,0.15291105,-3.05432841,354.0531827
C1[C@](O)([H])(C[C@@](C)([H])(CC1)),485.1,431.9875,378.875,325.7625,272.65,0.094537844,0.108111275,0.121684705,0.135258136,0.148831566,-3.052514402,349.0002276
C1[C@](O)([H])([C@@](C)([H])(CCC1)),484.8,430.8875,376.975,323.0625,269.15,0.09431664,0.108102066,0.121887493,0.135672919,0.149458345,-3.047548883,345.6772624
C1[C@](O)([H])(CC[C@](C)([H])(C1)),496.6,438.4375,380.275,322.1125,263.95,0.093290262,0.108263034,0.123235807,0.138208579,0.153181352,-3.051595127,352.837566
C1[C@](O)([H])(C[C@](C)([H])(CC1)),485.4,430.9625,376.525,322.0875,267.65,0.094922052,0.108837366,0.12275268,0.136667993,0.150583307,-3.033378732,342.4787608
C1[C@](O)([H])([C@](C)([H])(CCC1)),484.2,433.1875,382.175,331.1625,280.15,0.093582608,0.10673159,0.119880572,0.133029554,0.146178536,-3.093482597,362.5513038
ClC(=O)OC,344,306,268,230,192,0.123098,0.134802,0.146506,0.15821,0.169914,-2.576808288,171.4584633
O=C(OCCC(C)C)CCC,450.65,385.2375,319.825,254.4125,189,0.088377756,0.102491157,0.116604558,0.130717959,0.14483136,-2.879071332,221.3997326
CCC(C)C(=O)O,480.9,449.9625,419.025,388.0875,357.15,0.10184556,0.109629435,0.11741331,0.125197185,0.13298106,-3.135089932,412.8939311
CCC(C)C=O,364.8,326.8875,288.975,251.0625,213.15,0.12357304,0.135380888,0.147188736,0.158996584,0.170804433,-2.62412618,200.1671647
CCC(C)(N)C,350.05,304.575,259.1,213.625,168.15,0.125112244,0.140752457,0.155555719,0.169522029,0.182651389,-2.513181575,161.9759483
C1CC(C)C2CCCCC2C1,489.15,424.6875,360.225,295.7625,231.3,0.083375494,0.093924138,0.104472781,0.115021425,0.125570068,-2.937616995,234.8705887
c1ccccc1[C@](C)([H])(O),477.15,431.2,385.25,339.3,293.35,0.110768998,0.121055962,0.131342927,0.141629891,0.151916855,-2.784167763,285.240221
c1cccc2oc(C)cc21,470.65,425.9125,381.175,336.4375,291.7,0.09419019,0.102573998,0.110957805,0.119341613,0.12772542,-2.935873711,276.0629271
C(c1cc(C)ccc1)O,490.15,430.6125,371.075,311.5375,252,0.107962874,0.122063736,0.136164597,0.150265459,0.16436632,-2.765066026,276.7877085
c1c(C)cccc1(C=O),472.15,416.8625,361.575,306.2875,251,0.111342513,0.123685447,0.136028381,0.148371316,0.16071425,-2.695016681,245.7452191
c1(C)ccccc1(C=O),474.15,414.3625,354.575,294.7875,235,0.106880466,0.119521337,0.132162208,0.144803079,0.15744395,-2.70039888,231.5044432
N1C(C)C1,339.65,306.775,273.9,241.025,208.15,0.105615488,0.113757968,0.121900448,0.130042928,0.138185408,-2.739355347,170.7637135
CNCCO,431.15,390.525,349.9,309.275,268.65,0.14090299,0.153797365,0.16669174,0.179586115,0.19248049,-2.554914316,262.4236507
C=CC(C)OCCO,427.4,376.3,325.2,274.1,223,0.112310809,0.12727899,0.14140114,0.154677257,0.167107342,-2.717174535,238.7497169
CC(C)CCSCCC(C)C,488.45,415.975,343.5,271.025,198.55,0.090808212,0.105668486,0.12052876,0.135389034,0.150249308,-2.839801646,235.0016771
CC1OCCO1,355.15,319.3875,283.625,247.8625,212.1,0.13604066,0.147601603,0.159162546,0.17072349,0.182284433,-2.499714668,183.9996074
c1cc2SC(C)Cc2cc1,521.8,459.675,397.55,335.425,273.3,0.097190074,0.107320798,0.117451522,0.127582245,0.137712969,-2.792082692,250.7758683
c1cc(C)cc2c1CCC2,475.15,409.6875,344.225,278.7625,213.3,0.092019967,0.103162994,0.114306021,0.125449047,0.136592074,-2.787049941,203.5065493
c1cccc2c1CCC2C,463.75,393.3375,322.925,252.5125,182.1,0.089164038,0.100913771,0.112663505,0.124413239,0.136162973,-2.769221943,178.521688
C1(C)=CC=CC1,345.93,312.1475,278.365,244.5825,210.8,0.117997154,0.126854926,0.135712697,0.144570469,0.15342824,-2.610578866,167.6401356
C#CC(C)C,302.15,272.475,242.8,213.125,183.45,0.10963221,0.118849265,0.12806632,0.137283375,0.14650043,-2.72998814,160.7633944
CC(C)=CC,311.7,268.6225,225.545,182.4675,139.39,0.1056553,0.118190853,0.130726405,0.143261958,0.15579751,-2.639654295,130.4751915
C=C(C)CC,304.3,262.12,219.94,177.76,135.58,0.10619257,0.118428988,0.130665406,0.142901824,0.155138242,-2.62281955,123.577634
C=C(C)C#C,305.4,269.0875,232.775,196.4625,160.15,0.11607804,0.126514253,0.136950465,0.147386678,0.15782289,-2.559838006,129.18536
CC(O)C(C)C,383.88,334.91,285.94,236.97,188,0.110811031,0.118512053,0.126213076,0.133914098,0.14161512,-2.485791321,114.9797769
OCCC(C)C,404.15,342.1,280.05,218,155.95,0.12394876,0.13174224,0.13953572,0.1473292,0.15512268,-2.268837358,79.38048375
CC(C)(O)CC,375.2,347.4375,319.675,291.9125,264.15,0.106534328,0.109924407,0.113314486,0.116704565,0.120094644,-2.553956843,119.2726063
OCC(C)CC,401.85,350.1375,298.425,246.7125,195,0.123116426,0.130372207,0.137627988,0.144883769,0.15213955,-2.336974056,102.0403104
CC(C)CC(=O),365.65,329.7875,293.925,258.0625,222.2,0.114400198,0.123754931,0.133109664,0.142464397,0.15181913,-2.675824305,190.1623142
C=C=C(C)C,314,275.3825,236.765,198.1475,159.53,0.1096892,0.120587059,0.131484917,0.142382776,0.153280634,-2.628275645,137.3532794
S1C(C)=CC=C1,385.71,341.73,297.75,253.77,209.79,0.108188529,0.118014101,0.127839673,0.137665244,0.147490816,-2.663636688,175.8313175
S1(=O)(=O)CCC(C)C1,549.15,480.275,411.4,342.525,273.65,0.107204515,0.119319628,0.13143474,0.143549853,0.155664965,-2.684111647,260.139409
c1cc(C(=O)OC)c(O)cc1,493.9,436.7125,379.525,322.3375,265.15,0.102954408,0.114808233,0.126662058,0.138515883,0.150369708,-2.799585639,270.3388894
N1(C)C(=S)CCC1,557,486.75,416.5,346.25,276,0.09766942,0.107640705,0.11761199,0.127583275,0.13755456,-2.735605951,239.4127353
CSCCC,368.69,316.56,264.43,212.3,160.17,0.115225903,0.128771884,0.142317865,0.155863845,0.169409826,-2.532671875,147.0170114
CSC(C)(C)CC,423,366,309,252,195,0.10737386,0.11992412,0.13247438,0.14502464,0.1575749,-2.638033017,182.7180878
N#CC(C)CCC#N,536.15,459.15,382.15,305.15,228.15,0.119433426,0.137509946,0.155586466,0.173662986,0.191739506,-2.568536108,257.0104578
CC(=O)CC(=O)OC,444.45,387.875,331.3,274.725,218.15,0.128824061,0.144043867,0.159263674,0.17448348,0.189703287,-2.505403949,213.4282232
O=C(OC)CCCCCCC,466.15,408.6625,351.175,293.6875,236.2,0.099926581,0.112972219,0.126017857,0.139063496,0.152109134,-2.828097316,256.7405129
O=CC(C)CCCCCC,460,406.125,352.25,298.375,244.5,0.110055,0.123618031,0.137181063,0.150744094,0.164307125,-2.753412832,262.1039882
O=C(OC)CCCCCCC/C=CC/C=CCCCCC,619.15,522.845,426.54,330.235,233.93,0.098281405,0.111741954,0.125202504,0.138663054,0.152123604,-2.66401893,234.9421578
CCCCCCCC/C=CCCCCCCCC(=O)OC,619.3,527.8875,436.475,345.0625,253.65,0.099529007,0.111962021,0.124395035,0.136828049,0.149261064,-2.665228319,240.3593647
CSC(C)C,357.91,311.3425,264.775,218.2075,171.64,0.115048381,0.127373867,0.139699353,0.152024839,0.164350325,-2.565675744,152.2885156
COC(C)(C)C(=O)OC,409.15,364.2625,319.375,274.4875,229.6,0.110844127,0.122901807,0.134959488,0.147017168,0.159074848,-2.747211089,231.7739037
SCCC(=O)OC,434.1,375.5,316.9,258.3,199.7,0.118389224,0.13276732,0.147145416,0.161523512,0.175901608,-2.552255521,193.1543588
CC(=O)C(C)C,442.24,376.9675,311.695,246.4225,181.15,0.098451421,0.118364755,0.138278089,0.158191424,0.178104758,-2.843776356,254.5496633
CC(C)C(=O)OC,432.56,371.5325,310.505,249.4775,188.45,0.096517894,0.11523869,0.133959486,0.152680282,0.171401078,-2.897344806,261.6820147
CI,315.6,288.375,261.15,233.925,206.7,0.080063496,0.085027703,0.089991909,0.094956116,0.099920322,-3.001499007,152.9071012
CC(O)C(=O)OC,417.95,365.25,312.55,259.85,207.15,0.165694746,0.18562167,0.205548594,0.225475518,0.245402442,-2.268563665,207.0056047
CCCCCC[C@H](C/C=CCCCCCCCC(=O)OC)O,648.8,553.6175,458.435,363.2525,268.07,0.093683232,0.105758084,0.117832936,0.129907788,0.14198264,-2.739953824,261.5310233
COC(=O)CO,424.15,384.1125,344.075,304.0375,264,0.149991995,0.164569268,0.178982603,0.193231998,0.207317455,-2.515857191,268.6782536
OC(C)(C)C(=O)OC,468.08,411.035,353.99,296.945,239.9,0.094809284,0.110579374,0.126349464,0.142119555,0.157889645,-3.008892716,321.3086607
C(CCCC=C/CCCCCC)CCCC(OC)=O,595.52,516.9275,438.335,359.7425,281.15,0.089393235,0.105484264,0.121575292,0.137666321,0.153757349,-3.016170533,381.6364381
CCC(=O)CCC(C)C,493.6,428.575,363.55,298.525,233.5,0.095847376,0.113296185,0.130744993,0.148193802,0.16564261,-2.953867992,320.1795842
COC(=O),373.15,323.4,273.65,223.9,174.15,0.1499658,0.1732488,0.1965318,0.2198148,0.2430978,-2.421818606,208.3840024
CSCC,339.8,296.6575,253.515,210.3725,167.23,0.123028676,0.135513253,0.147997829,0.160482406,0.172966983,-2.49781128,143.6930446
C1CCCCC1C(C)C,427.91,366.8725,305.835,244.7975,183.76,0.090443833,0.102266797,0.114089761,0.125912724,0.137735688,-2.802073844,183.7870729
CCCCCCCCCCCC(=O)OC,540,474.5375,409.075,343.6125,278.15,0.0888426,0.102217243,0.115591887,0.12896653,0.142341174,-3.028989312,344.4851585
C1C(C)OC(=O)O1,514.85,442.125,369.4,296.675,223.95,0.164534039,0.180113916,0.195693793,0.211273669,0.226853546,-2.11434671,170.4721808
CCCCCCCCCC(=O)OC,537,466.5375,396.075,325.6125,255.15,0.08586899,0.100506165,0.11514334,0.129780515,0.144417691,-3.037366399,332.6032095
N#CCC(=O)OC,478.24,423.7,369.16,314.62,260.08,0.129867376,0.14459863,0.159329884,0.174061138,0.188792392,-2.574015298,264.6333674
ClCC(=O)OC,402.97,362.485,322,281.515,241.03,0.112973443,0.123422622,0.1338718,0.144320979,0.154770157,-2.726510798,225.81
CSC(C)(C)C,372.05,326.7475,281.445,236.1425,190.84,0.109118587,0.120364933,0.131611279,0.142857624,0.15410397,-2.654525927,170.783837
CSCCCC,396.58,341.26,285.94,230.62,175.3,0.110059814,0.123579469,0.137099123,0.150618778,0.164138433,-2.603058547,168.1998836
c1c(C(=O)OC)cccc1,547.9,476.1125,404.325,332.5375,260.75,0.096723439,0.113061556,0.129399673,0.14573779,0.162075908,-2.915731637,337.7026859
C=CC(=O)OC,421,364.83,308.66,252.49,196.32,0.1132174,0.132910602,0.152603804,0.172297006,0.191990208,-2.75190878,257.5913095
COCCC#N,439,381.78,324.56,267.34,210.12,0.1172481,0.131673262,0.146098424,0.160523586,0.174948748,-2.595370492,209.7300701
CC(OC)CO,402.65,356.0625,309.475,262.8875,216.3,0.131058011,0.145473581,0.159889151,0.174304721,0.188720291,-2.538758506,212.1265981
COC(C)COC(C)CO,461.45,394.375,327.3,260.225,193.15,0.114586117,0.134388669,0.154191221,0.173993773,0.193796325,-2.647171069,241.0973667
COCCOCCOCCOCCOCCO,606.4,523.7,441,358.3,275.6,0.09452584,0.11163647,0.1287471,0.14585773,0.16296836,-2.926070245,368.7857229
COCCOCCOCCOCCO,548.5,484.45,420.4,356.35,292.3,0.106516125,0.122256413,0.1379967,0.153736987,0.169477275,-2.878150861,365.7820257
OCCOC,397.6,345.2375,292.875,240.5125,188.15,0.14819436,0.169670839,0.191147319,0.212623798,0.234100277,-2.41683682,214.2105429
O1C=CCCC1(OC),400.75,364.3125,327.875,291.4375,255,0.099531995,0.107888571,0.116245148,0.124601724,0.1329583,-2.888304004,237.5646386
COC(C)CC,390,334.375,278.75,223.125,167.5,0.096749,0.114654687,0.132560375,0.150466063,0.16837175,-2.863169967,222.877339
CC(=O)C(=C)OC,407.2,361.825,316.45,271.075,225.7,0.110416136,0.121481737,0.132547339,0.14361294,0.154678541,-2.701027259,209.7312288
c1c(N)c(OC)ccc1,497.65,443.225,388.8,334.375,279.95,0.112079834,0.123424181,0.134768528,0.146112875,0.157457222,-2.705772384,266.0524781
CC(=O)COC,387.65,348.6125,309.575,270.5375,231.5,0.132760438,0.144748074,0.156735709,0.168723345,0.18071098,-2.551811665,211.9307337
OC(=O)COC,478.26,428.945,379.63,330.315,281,0.134932416,0.148650369,0.162368323,0.176086276,0.18980423,-2.572602677,280.3120045
OC1=CC=C(/C=C/C)C=C1OC,539.15,478.0325,416.915,355.7975,294.68,0.095118122,0.106688887,0.118259652,0.129830417,0.141401182,-2.92358074,319.735926
COCC(N)C,370,347.7875,325.575,303.3625,281.15,0.133975,0.141827119,0.149679238,0.157531356,0.165383475,-2.738991291,271.6686105
CC(O)COC,393.25,339.0575,284.865,230.6725,176.48,0.1376319,0.154908469,0.172185038,0.189461607,0.206738176,-2.396516322,173.582517
c1(O)c(OC)cc(CC=C)cc1,526.15,460.6125,395.075,329.5375,264,0.1206677,0.133906275,0.14714485,0.160383425,0.173622,-2.559992193,245.7226383
COCCN1CCOCC1,467.02,412.39,357.76,303.13,248.5,0.12022288,0.13420816,0.14819344,0.16217872,0.176164,-2.64011857,253.7858106
COC(C)(C)C,328.2,287.2875,246.375,205.4625,164.55,0.115645564,0.127935911,0.140617567,0.153690531,0.167154803,-2.604470528,153.355431
Oc1ccc(C)cc1OC,492.65,439.15,385.65,332.15,278.65,0.093061871,0.103156786,0.113251702,0.123346616,0.133441532,-2.929758106,282.7392042
COCC(C)OC(=O)CC,436.3,382.6,328.9,275.2,221.5,0.100377145,0.11331079,0.126244435,0.13917808,0.152111725,-2.819702544,238.4168149
COCCCCC,432.3,368.225,304.15,240.075,176,0.091621646,0.110202114,0.128782583,0.147363052,0.16594352,-2.911952232,247.3768467
CO,337.85,297.255,256.66,216.065,175.47,0.18876415,0.200171345,0.21157854,0.222985735,0.23439293,-1.94698321,98.21145226
CS(=O)(=O)Cl,540.51,465.92,391.33,316.74,242.15,0.070371491,0.084574173,0.098776855,0.112979537,0.127182219,-3.256776548,350.9723684
C=C(C)C#N,363.45,331.925,300.4,268.875,237.35,0.145805805,0.156937283,0.16806876,0.179200237,0.190331715,-2.496369812,211.1620045
C=C(C)C=O,341.15,303.9,266.65,229.4,192.15,0.11253189,0.12264154,0.13275119,0.14286084,0.15297049,-2.651865466,164.6256098
[Hg],1073.1,863.4025,653.705,444.0075,234.31,14.97893735,13.98637589,12.43218194,10.31635551,7.638896599,2.963788834,-282.0836429
SCCC(=O)O,501,448.4125,395.825,343.2375,290.65,0.14709462,0.162102041,0.177109462,0.192116882,0.207124303,-2.472458986,286.8836344
SCC(=O)O,493,433.9125,374.825,315.7375,256.65,0.12204528,0.135342331,0.148639382,0.161936433,0.175233484,-2.576777072,243.6061183
CC1CCC(C(C)(C)OO)CC1,532,471.1625,410.325,349.4875,288.65,0.09710936,0.110190639,0.123271919,0.136353198,0.149434477,-2.944796825,339.3199724
CC(C)C1C=CC(C)=CC1,448.15,384.2675,320.385,256.5025,192.62,0.09075741,0.103444475,0.116131539,0.128818604,0.141505668,-2.821808585,203.8679181
CC(C)C1C=CC(=C)CC1,447.15,384.4725,321.795,259.1175,196.44,0.090968495,0.102921094,0.114873694,0.126826293,0.138778892,-2.812354754,199.0419138
CCCCC/C=CC/C=CCCCCCCCC(=O)O,628,538.0375,448.075,358.1125,268.15,0.08009868,0.096443967,0.112789253,0.12913454,0.145479827,-3.088054377,384.6295846
C1=[C@](C)(CCC([C@](=C)(C))C1),450.6,387.65,324.7,261.75,198.8,0.09042262,0.102213155,0.11400369,0.125794225,0.13758476,-2.818521996,200.4852462
CC(O)C#N,457,401,345,289,233,0.15694252,0.17685836,0.1967742,0.21669004,0.23660588,-2.370162141,248.2975862
C1=CON=C1,367.9,327.4375,286.975,246.5125,206.05,0.11997883,0.130187519,0.140396207,0.150604896,0.160813585,-2.560812376,167.3242244
CC(C)CC(=O)O,449.68,398.2225,346.765,295.3075,243.85,0.09487,0.107734375,0.12059875,0.133463125,0.1463275,-2.970826455,288.1179108
C1CCCC1(C(C)C),399.58,340.1325,280.685,221.2375,161.79,0.093637486,0.1060204,0.118403315,0.130786229,0.143169143,-2.737260143,160.3459096
CC(C)N,305.55,273.65,241.75,209.85,177.95,0.1355574,0.1461482,0.156739,0.1673298,0.1779206,-2.441608322,139.2375227
CCCCCCCCCCCCCC(=O)OC(C)C,683.15,579.4,475.65,371.9,268.15,0.083894258,0.09903657,0.114178883,0.129321195,0.144463508,-2.930608694,340.3735797
CC(I)C,362.65,317.775,272.9,228.025,183.15,0.072619594,0.079135892,0.085652191,0.09216849,0.098684789,-3.001124729,143.5978852
CC(C)OC(C)C,400.1,346.9875,293.875,240.7625,187.65,0.08111238,0.095782053,0.110451725,0.125121398,0.13979107,-3.108955475,254.8057091
C(Cl)(C)C,386.7,329.0175,271.335,213.6525,155.97,0.09054817,0.108712389,0.126876609,0.145040828,0.163205047,-2.912337254,216.7877739
C=CC(=O)OC(C)C,448,383.5,319,254.5,190,0.09087936,0.108870345,0.12686133,0.144852315,0.1628433,-2.943174567,265.4769
CC(=O)OC(C)C,421.4,365.9875,310.575,255.1625,199.75,0.096377426,0.113411783,0.130446139,0.147480496,0.164514853,-2.936429016,267.7697854
CC(=O)OCCC(C)C,469.7,400.9375,332.175,263.4125,194.65,0.087082719,0.104461066,0.121839412,0.139217759,0.156596106,-2.970273042,271.6095943
CC1(C)CC(CC(C)(CN=C=O)C1)N=C=O,562,474.7875,387.575,300.3625,213.15,0.09489654,0.11097242,0.1270483,0.14312418,0.159200061,-2.765076838,255.1944661
CC(C)C#N,376.76,332.995,289.23,245.465,201.7,0.14491104,0.16005373,0.17519642,0.19033911,0.2054818,-2.413273436,188.6792053
CC(C)C(=O)O,482.75,418.85,354.95,291.05,227.15,0.0932891,0.10962194,0.12595478,0.14228762,0.15862046,-2.957220498,301.0033908
c1(C=C)ccc(CC(C)C)cc1,524,455.5,387,318.5,250,0.08372792,0.09509344,0.10645896,0.11782448,0.12919,-2.967943446,270.6838227
c1(CC(C)C)ccccc1,445.94,389.88,333.82,277.76,221.7,0.09257576,0.10356352,0.11455128,0.12553904,0.1365268,-2.848007634,219.4875717
CC(C)CN,340.88,302.7975,264.715,226.6325,188.55,0.139465088,0.153266186,0.167067284,0.180868382,0.19466948,-2.459992295,172.9565009
CC(C)OCC(C)C,429.6,367.2,304.8,242.4,180,0.080291536,0.096318352,0.112345168,0.128371984,0.1443988,-3.060435489,252.1051416
CC(C)CC(=O)C,459.68,392.0475,324.415,256.7825,189.15,0.097167478,0.116755203,0.136342928,0.155930652,0.175518377,-2.859129291,265.4539837
CC(C)COC(=O)C(=C)C,490,423.75,357.5,291.25,225,0.0820573,0.097310037,0.112562775,0.127815513,0.14306825,-3.089211514,309.0139394
C(=O)OCC(C)C,371.22,322.7525,274.285,225.8175,177.35,0.126218265,0.141085671,0.155953076,0.170820482,0.185687888,-2.504045084,170.391242
CC(C)COC(=O)C=C,468,404,340,276,212,0.0876512,0.1039136,0.120176,0.1364384,0.1527008,-3.009513536,288.8943598
ICCCCCC,454.5,390.425,326.35,262.275,198.2,0.071200777,0.080210498,0.089553437,0.099229595,0.109238973,-3.055856994,200.6128934
c1(I)ccccc1,461.6,406.6575,351.715,296.7725,241.83,0.083317584,0.088908533,0.094499482,0.10009043,0.105681379,-2.797711999,149.9101579
c1(CC=C2)c2cccc1,455.77,409.7525,363.735,317.7175,271.7,0.112458638,0.122622063,0.132785488,0.142948913,0.153112338,-2.716066203,248.4176323
C1=CC2=C(C=C1)CCC2,451.12,393.775,336.43,279.085,221.74,0.104227405,0.115522076,0.126816747,0.138111418,0.14940609,-2.686068072,201.5684245
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,398.45,363.125,327.8,292.475,257.15,0.04412263,0.048831806,0.053540982,0.058250158,0.062959333,-3.864079249,302.2026572
C/C=C/CCCCCCCCCCCCCCCCC,592,515.25,438.5,361.75,285,0.09044216,0.106407695,0.12237323,0.138338765,0.1543043,-3.015411172,384.9517152
O=C(OCC(O)C)C=C,498.15,434.4,370.65,306.9,243.15,0.08619791,0.097652574,0.109107237,0.120561901,0.132016565,-2.949504328,261.9913639
CC(O)COC(=O)C(C)=C,485,413.75,342.5,271.25,200,0.1035968,0.1202066,0.1368164,0.1534262,0.170036,-2.710262541,233.7915531
CC(O)COC(C)COC(C)COC(C)COC(C)CO,617.8,533.725,449.65,365.575,281.5,0.050961644,0.061052326,0.071143007,0.081233689,0.09132437,-3.587272024,404.9975823
CC(O)COC(C)COC(C)COC(C)CO,588.8,508.075,427.35,346.625,265.9,0.0607992,0.072181425,0.08356365,0.094945875,0.1063281,-3.376445835,364.4401882
CC(O)COC(C)COCC(O)C,573.84,487.4175,400.995,314.5725,228.15,0.095200725,0.114886042,0.134571359,0.154256676,0.173941993,-2.863211138,323.4887159
CC(O)C(O)=O,540.48,478.1475,415.815,353.4825,291.15,0.109976845,0.12732024,0.144663634,0.162007029,0.179350424,-2.895129584,387.8279103
CC(=O)CO,418.65,378.025,337.4,296.775,256.15,0.116977095,0.128746158,0.14051522,0.152284283,0.164053345,-2.764806438,265.593037
N(O)=C(CC)C,425.15,379.775,334.4,289.025,243.65,0.147764805,0.163705043,0.17964528,0.195585518,0.211525755,-2.480226427,249.2704956
OCCN(CCO)N=O,709.68,604.76,499.84,394.92,290,0.127707428,0.153585946,0.179464464,0.205342982,0.2312215,-2.582451015,407.8034927
C=C(C)C(=O)OCCO,499.15,439.65,380.15,320.65,261.15,0.139433224,0.158558904,0.177684584,0.196810264,0.215935944,-2.550209093,302.7558078
C=CC(=O)OCCO,484,416.25,348.5,280.75,213,0.14363444,0.165693163,0.187751885,0.209810607,0.23186933,-2.413266385,245.9465977
OCCCC=O,432,384.6,337.2,289.8,242.4,0.17862872,0.200825666,0.223022612,0.245219558,0.267416504,-2.335457667,274.2860962
CC(O)CC=O,444,391,338,285,232,0.13162944,0.14878766,0.16594588,0.1831041,0.20026232,-2.582440321,257.4203517
CC(C(=O)C)O,416.15,384.15,352.15,320.15,288.15,0.14160807,0.15243047,0.16325287,0.17407527,0.18489767,-2.629038194,284.4003931
c1(C(=O)C)c(O)cccc1,490.45,437.375,384.3,331.225,278.15,0.100116184,0.10820906,0.116301936,0.124394812,0.132487688,-2.733268407,218.3773399
O=C1C[C@H](O)CO1,570,485.0375,400.075,315.1125,230.15,0.1180082,0.13429891,0.15058962,0.166880329,0.183171039,-2.517613666,236.2810942
OCC(C)C=O,440,385.5,331,276.5,222,0.1267532,0.143156065,0.15955893,0.175961795,0.19236466,-2.582455702,238.8324846
