smiles,T1,T2,T3,T4,T5,Viscosity_1,Viscosity_2,Viscosity_3,Viscosity_4,Viscosity_5,Intercept (A),Coefficient (B)
C(CCCC1CCCC1)(CCCC1CCCC1)CCCC1CCCC1,273.15,298.15,310.928,333.15,372.039,9.456900718007892,5.5347566740537335,3.8628673786926964,2.73357272848863,1.7998637453675213,-4.136341881520545,1732.598610870509
C1CCC(CC1)CCC(=CCC1CCCCC1)CCC1CCCCC1,273.15,298.15,310.928,333.15,372.039,28.214859817408733,12.35444824988214,7.1346726815510015,4.277284476161557,2.3667895364917726,-6.216764717676618,2588.920976567205
c1(ccc(cc1)C(c1ccc(cc1)C)CCCCCCCCCCC)C,273.15,298.15,310.928,333.15,372.039,10.315511739755772,5.736159054919155,3.8456377835954694,2.6615551030551545,1.7283360439048854,-4.5553731001343305,1867.396549455766
c1ccc(cc1)CCC(=CCc1ccccc1)CCc1ccccc1,273.15,298.15,310.928,333.15,372.039,10.49426873713473,5.349800001929054,3.5740363520281377,2.5148326923918183,1.677317679223302,-4.711857114974678,1903.1963272581374
C1CCC(CC1)CCC(CCCC1CCCC1)CCC1CCCCC1,273.15,298.15,310.928,333.15,372.039,22.12177546049625,10.269665112549974,6.158071327160372,3.842631053776691,2.2077440471501295,-5.78564457206425,2406.2888910262473
c1(ccccc1)CCC(CCCC1CCCC1)CCCC1CCCC1,273.15,298.15,310.928,333.15,372.039,8.493058795320842,4.9847405958081,3.509640858824385,2.5256457920979623,1.703184248023434,-4.045255384963941,1676.2058211619806
C1(CCCCC1)CCC(CCCC1CCCC1)CCCC1CCCC1,273.15,298.15,310.928,333.15,372.039,13.573209310975178,7.212382277419179,4.724058189537295,3.1789442707209887,1.972390276182749,-4.816575445343565,2013.427854610343
c1ccc(cc1)CC[C@H](CCC1CCCCC1)CCCC1CCCC1,273.15,298.15,310.928,333.15,372.039,12.434607750147945,6.538182646874282,4.300747658740433,2.9337347070498256,1.8616959336512189,-4.79248669632431,1979.6286010582576
C1[C@H]2[C@@H]([C@@H](CC1)CCCCCCCCCC[C@@H]1CCC[C@@H]3[C@@H]1CCCC3)CCCC2,273.15,298.15,310.928,333.15,372.039,28.566389413342893,15.377048511884382,8.755433105862707,5.246858053173002,2.8894764415809493,-5.534743274182731,2427.477028609466
CCCCCCCCCCCCC(CCCCCCCCCCCC)CCCCCCCCCCC,273.15,298.15,310.928,333.15,372.039,6.968274479536155,4.754959549422345,3.501164354369324,2.581483041280751,1.7774643832249364,-3.3248423668343747,1438.465287936333
CCCCCCCCCCCCC(CCCCCCCCCCCCC)CCCCCCCCCCCC,273.15,298.15,310.928,333.15,372.039,7.4908141376502755,5.0914907413751305,3.7268021534491633,2.7312275375528494,1.8774585656231855,-3.325136743800897,1458.297135396754
[C@H]1(CC[C@@H](CC1)[C@@H](CCCCCCCCCCC)[C@H]1CCC[C@H](C1)C)C,273.15,298.15,310.928,333.15,372.039,16.863750412920055,8.155101854499039,5.026841185734239,3.219050233435312,1.9205912245324044,-5.553260059495777,2269.156331291949
C1[C@H]2[C@@H]([C@H]3[C@@H]([C@@H]1CCCCCCCCCCCC)CCCC3)CCCC2,273.15,298.15,310.928,333.15,372.039,12.527993839330838,7.640199806249784,4.916617633998789,3.283560932842496,2.0323344943908137,-4.516462163887016,1924.1854968368048
C1[C@H]2[C@@H]([C@H]3[C@@H](C1)C[C@H](CC3)CCCCCCCCCCCC)CCCC2,273.15,298.15,310.928,333.15,372.039,10.380832639002131,6.624006495603015,4.559422167985798,3.184714009622249,2.051868281076437,-3.916954593738835,1709.0765525170461
[C@H]1(CC[C@@H](CC1)[C@@H](CCCCCCC)CCCCCCCCCCC)C,273.15,298.15,310.928,333.15,372.039,7.250666699177715,4.452465781838632,3.1885529501387393,2.3163219416670477,1.5660425043740425,-3.9141759221715735,1601.279160035221
CCCCCCCCC(CCCCCCCC)CCCCCC,273.15,298.15,310.928,333.15,372.039,3.949730987680816,2.74642469980033,2.1343339311576965,1.670212860982846,1.221103767583644,-3.1329243032257863,1226.038743481395
c1cc(c(cc1C)/C(=C/CCCCCCCCC)/CCCCCCCCCC)C,273.15,298.15,310.928,333.15,372.039,7.7256020914889305,4.688250966699005,3.3545529740295796,2.437244112303771,1.6372853374782077,-3.916992030491409,1618.5682540222508
c1ccc(cc1)CCCC(CCCc1ccccc1)CCCc1ccccc1,273.15,298.15,310.928,333.15,372.039,11.549023542491561,7.113133635960464,4.502994573673266,3.010452878786885,1.8873657025754085,-4.589751879239875,1921.9798015442361
c1c2c(c(cc1)C(CCCCCCCCCC)CCCCCCCCCC)CCCC2,273.15,298.15,310.928,333.15,372.039,13.379571097699229,7.411474968307584,4.93186207677957,3.3283887134678447,2.0479467857097546,-4.623288053523849,1961.4832087116242
C1[C@H]2[C@@H](CCC1)[C@@H](CCC2)CCCCCCCCCCCCCCC,273.15,298.15,310.928,333.15,372.039,6.997775234575615,4.748686063489897,3.4445356278815047,2.537948685142773,1.7306762989046027,-3.4407074614041258,1471.2678015486872
[C@@H]12[C@H]3[C@@H]([C@@H](C[C@@H]1CCC2)C(CCCCCCCC)CCCCCCCC)CCC3,273.15,298.15,310.928,333.15,372.039,15.99924818408249,8.341403229452068,5.361999950171076,3.522305843017735,2.110379159627528,-5.020864307867086,2115.6956149007283
[C@H]1([C@H]2[C@@H](CC1)CCC2)CC(CCCCCCCC)CCCCCCCC,273.15,298.15,310.928,333.15,372.039,7.680004721589589,4.6649592024435975,3.3265743920227555,2.4054014215210953,1.6097947990065082,-3.967588024717493,1631.357895678607
c1c2c(cc3c1CCCC3)c(c1c(c2)cccc1)CCCCCCCC,273.15,298.15,310.928,333.15,372.039,122.73662391328337,49.095224140625916,18.593819111623556,8.382376006170146,3.5323952834907524,-9.063930564532264,3789.675367575829
[C@@H]12[C@@H]3[C@H]([C@@H]([C@@H](C1)CC(CCCCCCCC)CCCCCCCC)C2)CCC3,273.15,298.15,310.928,333.15,372.039,11.063320640674497,6.292857075882383,4.281859882318614,2.959243244291054,1.8766936546728885,-4.418208052236839,1853.113909547424
[C@H](CCCC[C@@H](CC[C@H](CC(C)(C)C)C)CC[C@H](CC(C)(C)C)C)(CC[C@H](CC(C)(C)C)C)CC[C@@H](CC(C)(C)C)C,273.15,298.15,310.928,333.15,372.039,29.97504713381698,13.039287387705592,7.519132178524813,4.52919858122318,2.50211844926445,-6.170689499168833,2592.0241945694393
C(=C\C[C@@H](CC(C)(C)C)C)(\CC[C@@H](CC(C)(C)C)C)/CC[C@H](CC(C)(C)C)C,273.15,298.15,310.928,333.15,372.039,8.03255468401949,4.579826041099548,3.1943000981974996,2.2924597170243546,1.5373729075902365,-4.277457035652258,1721.8758188584957
C(CC[C@H](CC(C)(C)C)C)(CC[C@H](CC(C)(C)C)C)CC[C@H](CC(C)(C)C)C,273.15,298.15,310.928,333.15,372.039,10.356961383162721,5.45737355829575,3.6312936149315638,2.5030387895491444,1.6146904201314736,-4.818803811689339,1935.5196920368069
CCCCCCCCC(CCCCCCCCCCCCCCC)CCCCCCCC,273.15,298.15,310.928,333.15,372.039,6.106204204609988,4.222539676510557,3.150862813065725,2.3636763553916613,1.6400242449046256,-3.248912049012926,1381.652104771341
[C@H]1([C@@H](CC[C@@H]1C1CCCC1)C1CCCC1)CCCCCCCCCCCC,273.15,298.15,310.928,333.15,372.039,10.730562593327944,6.032303761620509,4.106046105848055,2.885111126400543,1.8430183545724577,-4.393665749107251,1835.4676756755389
CCCCCCCCCCCCCCCC(C1CCCC1)C1CCCC1,273.15,298.15,310.928,333.15,372.039,6.458272251008244,4.423790414477635,3.2285037978164772,2.3930390879746795,1.6486583988962185,-3.4012639462633167,1438.578858514308
c1cc(cc(c1)CCCCCCCCCC)CCCCCCCCCC,273.15,298.15,310.928,333.15,372.039,5.112804473919938,3.48754607102896,2.6742564600761107,2.06610803317265,1.4877197535578295,-3.1083733370531945,1289.4759112201075
CCCCCCCC[C@](CCCCCCCCC)(CC)CCCCCCC,273.15,298.15,310.928,333.15,372.039,6.563708936149156,4.162791260056317,3.311100323364717,2.231264574055269,1.5216428690931632,-3.736243779790915,1533.133384769556
CCCCCCCCC[C@](CCCCCCCCCC)(CCCCCCC)CCCCCCCC,273.15,298.15,310.928,333.15,372.039,9.186610773185665,5.64278912277672,4.011503402367035,2.8719632683404583,1.8690220985903991,-3.89350405543611,1663.568555218625
[C@H]12[C@H]3[C@H]4[C@H](CC1)CCC[C@@H]4[C@H](C[C@@H]3CCC2)CCCCCCCCCC,273.15,298.15,310.928,333.15,372.039,18.73395468158694,8.990569413674592,5.594649055952114,3.583112936503126,2.155869153282784,-5.406710494992746,2256.5740688646974
CC(CCC[C@@H](CCC[C@@H](CCCC[C@H](CCC[C@H](CCCC(C)C)C)C)C)C)C,273.15,298.15,310.928,333.15,372.039,7.925123209699714,4.761791078905888,3.394634328257617,2.4452560631991838,1.6581333926247956,-3.9524768176237393,1634.038569155261
C1CCC2(C[C@@H]1CCCCCCCCCCCCCCCC)CCCC2,273.15,298.15,310.928,333.15,372.039,6.245424419505858,4.345899437645615,3.255717341646499,2.4568736210365403,1.713561124161451,-3.1436179475511152,1359.048850195284
C1[C@H]2[C@@H](CCC1)C[C@@H]1[C@@H]2C[C@@H]2CC[C@@H](C[C@H]12)CCCCCCCCCC,273.15,298.15,310.928,333.15,372.039,15.663859242945346,8.219676506245914,5.386291988419338,3.571555703158588,2.2052654871032504,-4.797208807861519,2047.1197414223616
CCCCCCC(CCCCCC)CCCCCC,273.15,298.15,310.928,333.15,372.039,2.9917737935034694,2.1542717213261606,1.7262049517022942,1.387299337261682,1.0455465472250216,-2.934757669350489,1096.3651361053046
c1ccc(cc1)C(=CCCCCC)c1ccccc1,273.15,298.15,310.928,333.15,372.039,6.34126872045632,3.589695323843988,2.5419465424635925,1.8682526850257968,1.303193542274042,-4.243519594374794,1643.4860955680101
c1ccc(cc1)C(CCCCCC)CCCCCC,273.15,298.15,310.928,333.15,372.039,3.8755382405815584,2.616031169937563,2.005727254055319,1.556806372513278,1.134799647621102,-3.3650091202613956,1281.7559200277449
c1ccc(cc1)C(c1ccccc1)CCCCCC,273.15,298.15,310.928,333.15,372.039,4.8865369796535605,3.3990498645401246,2.4613125743385282,1.8304283903976122,1.2870689668314919,-3.5802139647834887,1411.2835425509832
C1CCC(CC1)C(CCCCCC)CCCCCC,273.15,298.15,310.928,333.15,372.039,4.406216656118737,2.899267124100294,2.186559423593474,1.673770180613578,1.200454101749002,-3.5147577017789198,1356.8079451904587
C1CCC(CC1)C(CCCCCC)C1CCCCC1,273.15,298.15,310.928,333.15,372.039,8.173350796021683,5.187779067657318,3.3981673551224434,2.3264718588455713,1.503912861305161,-4.473449370199312,1795.7778221299816
c1ccc(cc1)/C(=C/CCCCC)/CCCCCC,273.15,298.15,310.928,333.15,372.039,3.436719159236348,2.3889928968543637,1.8697910997930638,1.485128238332422,1.1078638543958559,-3.1125195187784156,1180.332197220467
C1CCC(CC1)C(CCCCCCCC)CCCCCCCC,273.15,298.15,310.928,333.15,372.039,5.599257068124578,3.5995395280055114,2.6625256042020764,1.9912760318425857,1.3921084474046037,-3.6289319474106874,1453.8888735445134
CCCC(CCCCCCCCCCCCC)CCC,273.15,298.15,310.928,333.15,372.039,2.989263764027824,2.2622816615488013,1.7978424456863944,1.4433733468861925,1.0963850729514448,-2.771590029559447,1056.166496022488
CCCCC(CCCCCCCCCCC)CCCC,273.15,298.15,310.928,333.15,372.039,3.2341586703412397,2.3037721798723876,1.8274612578079499,1.4604741968014188,1.0990774308165496,-2.9702465431264047,1126.5633694514258
CCCCCCC(CCCCCC)C,273.15,298.15,310.928,333.15,372.039,1.7467339704825082,1.4038979728217114,1.198397899213727,1.0277270413275086,0.8265394569429709,-2.3018654572302877,780.3760561112261
C1CCC(CC1)[C@@H](C)CCCCCC,273.15,298.15,310.928,333.15,372.039,2.2915751697069124,1.760316513098061,1.464444647324035,1.2234444246874645,0.9592272490983852,-2.504577603290229,908.1958894979917
c1ccc(cc1)[C@@H](C1CCCCC1)C,273.15,298.15,310.928,333.15,372.039,3.3320134968710273,2.309328378588989,1.811529433059823,1.4514220511384637,1.0979246161861138,-3.061896327627915,1156.3636832612112
C1CCC(CC1)C(C)C1CCCCC1,273.15,298.15,310.928,333.15,372.039,3.619123444193798,2.532260182374704,1.993399373247801,1.5869255968057627,1.1842224009789832,-3.000293440435908,1164.364920310198
C1CCC(CC1)CCC1CCCCC1,273.15,298.15,310.928,333.15,372.039,3.28274478314468,2.4606406760566544,1.9437944708082968,1.5455294019066408,1.1652079819859524,-2.8057583977777747,1091.0808411322646
c1ccc(cc1)CCC1CCCCC1,273.15,298.15,310.928,333.15,372.039,2.6123047381731173,1.9599690659566948,1.5961717493039118,1.3184565922164027,1.0439056098930288,-2.572929452397923,960.0595801466685
c1ccc(cc1)CCCC1CCCC1,273.15,298.15,310.928,333.15,372.039,2.214849797493455,1.74547325010927,1.459413032657732,1.2497911406748081,0.996125003388332,-2.26229493392296,832.9275463839684
C1CCC(CC1)CCCC1CCCC1,273.15,298.15,310.928,333.15,372.039,2.671601735242541,2.007655534889646,1.6621725904589162,1.3827531939444013,1.0796538102336968,-2.4840238766096734,942.7086131955414
CCCCCCCCCCCC,273.15,298.15,310.928,333.15,372.039,1.4262779321741574,1.1897804843049102,1.0430838798652087,0.9089175939795656,0.7499962358593056,-2.099935716978484,671.2952457123173
CCCCCCCCCCCCC,273.15,298.15,310.928,333.15,372.039,1.5992383412523643,1.3105487046371447,1.1373742136689102,0.9821607515878471,0.8016160487171201,-2.1693559695945845,720.8432571858823
C=CCCCCCCCCCCC,273.15,298.15,310.928,333.15,372.039,1.5018691894088456,1.247189037731506,1.0894220086399817,0.9448742912839699,0.7772100013736248,-2.111493117094223,688.5342955512904
CCCCCCCCCCCCCC,273.15,298.15,310.928,333.15,372.039,1.7799374089730988,1.4420262027299067,1.2353910417235812,1.057344382083743,0.8533030410765556,-2.236086301394167,768.2793217387792
CCCCCCCCCCCCCCC,273.15,298.15,310.928,333.15,372.039,1.9645575153891366,1.5740061757525965,1.337366314862483,1.1336939298000612,0.9056639731831987,-2.2887847140151596,809.6307496634475
C=CCCCCCCCCCCCCC,273.15,298.15,310.928,333.15,372.039,1.8572433725581414,1.4936580338393117,1.2789071242843442,1.0917494589572294,0.8801960505716759,-2.2372868839512385,779.6711512306974
CCCCCCCCCCCCCCCC,273.15,298.15,310.928,333.15,372.039,2.163522928829621,1.712914967090375,1.444180847847944,1.2126961636396019,0.9577586059593409,-2.3476737155583405,852.0672915091043
C=CCCCCCCCCCCCCCCC,273.15,298.15,310.928,333.15,372.039,2.239551221970822,1.7710850535391547,1.4877197535578295,1.2494662637739078,0.9845134477979448,-2.3402073360287545,859.4618011156873
c1ccc(cc1)CCCCCCCC,273.15,298.15,310.928,333.15,372.039,1.881848948313635,1.5079893894348289,1.291436011750036,1.103291005615739,0.8900727119864372,-2.2309309923724143,781.0752670227064
C1CCC(CC1)CCCCCCCC,273.15,298.15,310.928,333.15,372.039,2.225759443216529,1.7262049517022942,1.449549225486746,1.2184215543625265,0.9607387259009388,-2.4126116289837976,875.452264217396
C1CCC(C1)CC(CCCCCC)CCCCCC,273.15,298.15,310.928,333.15,372.039,3.4764299962289456,2.433702509089532,1.909038575508386,1.5115446128793915,1.1214370959925968,-3.09659207092572,1180.3934063163088
C1[C@H]2[C@@H]([C@@H](CC1)CCCCCCCCCCC)CCCC2,273.15,298.15,310.928,333.15,372.039,5.822778407931962,3.751738358112547,2.7947906569835506,2.1113638426742214,1.4861655508101264,-3.4841576883552454,1424.3114628545238
CCC/C(=C/CCCC)/CCCC,273.15,298.15,310.928,333.15,372.039,1.436350209384186,1.1772266492841659,1.023524905655115,0.8886560367228036,0.7283650153274862,-2.2309614483808415,707.7771904058733
C1CCC(C1)[C@H]1CC[C@@H](C1)C1CCCC1,273.15,298.15,310.928,333.15,372.039,2.3359892319186035,1.8789871709568422,1.605817426405399,1.3658184705360836,1.0913619994955985,-2.0599464847175066,794.6692959604367
CCCC(CCC)CCC,273.15,298.15,310.928,333.15,372.039,0.9740701636699666,0.8469714560740139,0.7659470690588825,0.6849507616264363,0.5841473583149054,-1.9746904992124428,533.7971684533858
C1C(CCC1)C1CCCC1,273.15,298.15,310.928,333.15,372.039,1.3468391962137896,1.169468241827996,1.0504493475475163,0.9349876765512039,0.787849646364361,-1.7442912514008369,560.2327849059134
C(CCC1CCCC1)(CCC1CCCC1)CCC1CCCC1,273.15,298.15,310.928,333.15,372.039,9.544792585057692,5.385323046202067,3.6881918298521907,2.5885414149900616,1.6894383258127132,-4.407954011504712,1806.4544150170345
CCCCCCCC(CCCCCCC)CCCCCC,273.15,298.15,310.928,333.15,372.039,3.467847560175372,2.4464752220871784,1.9246688620972632,1.5249060678021686,1.128886168648692,-3.0621436141540643,1171.228993261101
c1c2c(ccc1)c(ccc2)CCCCCCCCCCC,273.15,298.15,310.928,333.15,372.039,5.677387846544597,3.9161672440238866,2.8454296028588666,2.1123479278984156,1.4686643967346198,-3.488796332281699,1427.2873293597822
c1ccc(cc1)/C=C/c1ccccc1,273.15,298.15,310.928,333.15,372.039,3.690570862070498,2.3794700964366844,1.8282531065274814,1.4425652570398282,1.0792606845747543,-3.4163376866065507,1275.0928880254103
C1[C@@H]2[C@@H](CCC1)C[C@H]1CCCC[C@@H]21,273.15,298.15,310.928,333.15,372.039,2.973991861367003,2.2633310202068078,1.868445077109354,1.5408401078539808,1.186310657717711,-2.426520637150134,958.9780147248945
C=CCCCCCCCCC,273.15,298.15,310.928,333.15,372.039,1.1949606456307673,1.0231034549876985,0.9118133446966005,0.8078405917593281,0.6775039900248033,-1.9850292868329324,592.3755326646352
C=CCCCCCCCCCC,273.15,298.15,310.928,333.15,372.039,1.344183734872298,1.1314782695828884,0.9995221273464294,0.8768543890184228,0.7277083540460829,-2.044865181167581,640.2904651552075
C1[C@@H]2[C@@H](CCC1)CCCC2,273.15,298.15,310.928,333.15,372.039,2.106269856392282,1.6903154148724817,1.4385159327454677,1.216068292529879,0.9627035905294687,-2.2467487579591063,818.1034419980472
C1[C@@H]2[C@@H](CCC1)CCCC2,273.15,298.15,310.928,333.15,372.039,1.660378971550014,1.3827531939444013,1.2082940509872704,1.0480016819772746,0.8543701395722635,-2.0271134945597917,693.7744039125066
C1CCC(CC1)CCCCCCCCCC,273.15,298.15,310.928,333.15,372.039,2.7475891800664267,2.0684689222737185,1.6984005475065147,1.3971769704221828,1.0776863133233419,-2.5740449305308752,976.507730702377
